Date,Open,High,Low,Close,Adj Close,Volume,Target
2020-01-02,229.67999267578125,231.14999389648438,228.00999450683594,228.5,200.43394470214844,1426000,0.04814031087596593
2020-01-03,227.55999755859375,229.8300018310547,227.0,228.61000061035156,200.53041076660156,1598900,-0.02624450305479531
2020-01-06,228.47999572753906,230.0,227.88999938964844,228.5500030517578,200.47779846191406,1526800,-2.1308292762847625
2020-01-07,227.1300048828125,227.57000732421875,221.6199951171875,223.67999267578125,196.20594787597656,1463800,0.8673115633628603
2020-01-08,223.47999572753906,226.49000549316406,222.52000427246094,225.6199951171875,197.9076385498047,1433900,0.37674236411278095
2020-01-09,225.5,227.13999938964844,225.36000061035156,226.47000122070312,198.65325927734375,1376700,1.911953816273848
2020-01-10,228.08999633789062,231.02000427246094,227.44000244140625,230.8000030517578,202.451416015625,1578900,1.9974005846602028
2020-01-13,231.25,235.4199981689453,231.14999389648438,235.41000366210938,206.49520874023438,1840600,-0.6201973965230367
2020-01-14,235.1300048828125,235.94000244140625,232.83999633789062,233.9499969482422,205.21450805664062,1217100,0.6112451178559741
2020-01-15,234.5,236.74000549316406,234.5,235.3800048828125,206.46890258789062,1152100,-1.3340127982458538
2020-01-16,235.0,235.14999389648438,231.94000244140625,232.24000549316406,203.71453857421875,1782900,0.508091908315067
2020-01-17,232.88999938964844,234.41000366210938,232.58999633789062,233.4199981689453,204.7496337890625,2352900,1.418043691439852
2020-01-21,233.9199981689453,237.9199981689453,233.0,236.72999572753906,207.65304565429688,1827100,-0.663199465114106
2020-01-22,237.91000366210938,238.1699981689453,234.25999450683594,235.16000366210938,206.27590942382812,1294000,1.1353963800671218
2020-01-23,235.16000366210938,238.49000549316406,235.00999450683594,237.8300018310547,208.6179656982422,1485400,-0.13034417702016965
2020-01-24,238.0,239.99000549316406,236.72000122070312,237.52000427246094,208.34605407714844,1284800,-0.021052143338817775
2020-01-27,236.32000732421875,238.16000366210938,235.67999267578125,237.47000122070312,208.3021697998047,1197200,-0.12212428661771968
2020-01-28,237.11000061035156,237.6699981689453,236.3300018310547,237.17999267578125,208.0478057861328,1051800,-1.5768573867389724
2020-01-29,237.42999267578125,237.86000061035156,232.86000061035156,233.44000244140625,204.7671661376953,1434400,0.7539386944950488
2020-01-30,232.4199981689453,235.25999450683594,231.30999755859375,235.1999969482422,206.3109893798828,1271400,-1.4710848214167016
2020-01-31,234.36000061035156,234.94000244140625,230.85000610351562,231.74000549316406,203.27597045898438,1700900,1.005437894115957
2020-02-03,232.97999572753906,235.0399932861328,232.11000061035156,234.07000732421875,205.3197784423828,1560200,1.4440079968646602
2020-02-04,234.4199981689453,238.22000122070312,233.02000427246094,237.4499969482422,208.28460693359375,1105700,-0.4506178476232692
2020-02-05,237.5,237.97999572753906,235.1999969482422,236.3800048828125,207.34605407714844,1338700,0.604955007294361
2020-02-06,237.17999267578125,238.57000732421875,236.35000610351562,237.80999755859375,208.6003875732422,1257100,0.39527456837664676
2020-02-07,238.44000244140625,239.52000427246094,237.80999755859375,238.75,209.4249267578125,1237500,2.0691109702225097
2020-02-10,239.67999267578125,243.8800048828125,238.7899932861328,243.69000244140625,213.7581787109375,1576800,4.341582225392515
2020-02-11,246.5500030517578,258.6199951171875,246.5500030517578,254.27000427246094,223.03866577148438,3231900,0.7511654427290182
2020-02-12,254.27999877929688,256.6600036621094,252.0800018310547,256.17999267578125,224.7140655517578,1625400,0.2810528695792236
2020-02-13,255.6199951171875,257.42999267578125,254.42999267578125,256.8999938964844,225.34564208984375,1146600,-0.25301436820830414
2020-02-14,257.0,258.32000732421875,255.25999450683594,256.25,224.77548217773438,1600700,-1.2956126143292668
2020-02-18,255.3000030517578,255.60000610351562,252.67999267578125,252.92999267578125,221.8632354736328,1998500,-1.9096140086703572
2020-02-19,251.24000549316406,252.38999938964844,247.85000610351562,248.10000610351562,217.6265411376953,2618500,-0.2257205979870669
2020-02-20,247.97999572753906,248.52999877929688,244.72000122070312,247.5399932861328,217.13528442382812,2150300,-0.214106323693819
2020-02-21,247.94000244140625,248.63999938964844,246.8000030517578,247.00999450683594,216.67041015625,2570200,-0.7691971736924152
2020-02-24,244.82000732421875,248.77000427246094,243.61000061035156,245.11000061035156,215.00375366210938,2329800,0.4202189942197565
2020-02-25,247.9199981689453,253.99000549316406,244.16000366210938,246.13999938964844,215.9072723388672,2268600,-1.4097672988167997
2020-02-26,246.13999938964844,248.36000061035156,240.0,242.6699981689453,212.86346435546875,2024600,-4.013683424674164
2020-02-27,239.99000549316406,244.88999938964844,232.89999389648438,232.92999267578125,204.31982421875,3168700,-2.6316875528158645
2020-02-28,226.6999969482422,228.7100067138672,218.02999877929688,226.8000030517578,198.94276428222656,5188100,6.150792222458068
2020-03-02,229.02999877929688,240.8800048828125,228.0800018310547,240.75,211.17929077148438,2718500,0.7891978801596533
2020-03-03,240.75,246.83999633789062,238.83999633789062,242.64999389648438,212.84588623046875,3502600,3.713171231097867
2020-03-04,245.5800018310547,251.97000122070312,245.32000732421875,251.66000366210938,220.74923706054688,2350400,-1.8755468298571665
2020-03-05,248.5500030517578,250.88999938964844,243.52999877929688,246.94000244140625,216.60899353027344,1969400,-0.2510711553648015
2020-03-06,243.1699981689453,247.5800018310547,237.89999389648438,246.32000732421875,216.06512451171875,2693600,-5.870415022696152
2020-03-09,231.42999267578125,239.61000061035156,225.0,231.86000061035156,203.38124084472656,3209200,5.179847526619796
2020-03-10,236.74000549316406,244.2100067138672,229.85000610351562,243.8699951171875,213.91607666015625,2658300,-4.498298864291062
2020-03-11,237.3699951171875,239.19000244140625,228.67999267578125,232.89999389648438,204.29351806640625,3360600,-6.470584998008954
2020-03-12,216.2899932861328,231.72000122070312,204.13999938964844,217.8300018310547,191.07452392578125,4734500,9.713998753266662
2020-03-13,225.52999877929688,241.55999755859375,220.02000427246094,238.99000549316406,209.6354522705078,4220300,-15.163816335491342
2020-03-16,206.64999389648438,229.80999755859375,201.3699951171875,202.75,177.8467559814453,4093100,12.221947610010787
2020-03-17,210.1699981689453,234.89999389648438,203.6300048828125,227.52999877929688,199.5830841064453,4527100,-4.566430556581991
2020-03-18,210.0,235.83999633789062,206.1699981689453,217.13999938964844,190.46926879882812,4210000,-3.748733265418114
2020-03-19,217.57000732421875,219.77999877929688,201.52000427246094,209.0,183.32907104492188,3847800,-6.511962014522277
2020-03-20,207.0,210.0,192.3699951171875,195.38999938964844,171.3907470703125,3940900,-8.342291367355092
2020-03-23,196.0,196.27000427246094,174.32000732421875,179.08999633789062,157.0928192138672,3890100,6.242675840741496
2020-03-24,187.7899932861328,193.85000610351562,179.25,190.27000427246094,166.8996124267578,4221400,4.724859427396444
2020-03-25,188.89999389648438,208.5399932861328,186.02999877929688,199.25999450683594,174.78541564941406,3201500,11.512598150061315
2020-03-26,198.14999389648438,226.2899932861328,198.0,222.1999969482422,194.90771484375,3413500,-1.674167989106512
2020-03-27,216.19000244140625,222.0399932861328,211.72999572753906,218.47999572753906,191.64466857910156,3367100,5.538267273954567
2020-03-30,222.67999267578125,231.97000122070312,221.33999633789062,230.5800018310547,202.25843811035156,2581600,-5.564230084643329
2020-03-31,228.4600067138672,230.0,215.9199981689453,217.75,191.00430297851562,4629900,-4.950630897495689
2020-04-01,205.80999755859375,213.39999389648438,202.02999877929688,206.97000122070312,181.5483856201172,3772000,6.657969125005003
2020-04-02,207.0,221.08999633789062,205.58999633789062,220.75,193.63580322265625,3993100,0.9286537040805509
2020-04-03,219.16000366210938,223.75,216.82000732421875,222.8000030517578,195.4340362548828,2858000,5.556548229107294
2020-04-06,228.02000427246094,236.22000122070312,227.0,235.17999267578125,206.29344177246094,3050300,-3.1507732945360356
2020-04-07,241.11000061035156,243.8800048828125,227.02999877929688,227.77000427246094,199.79359436035156,2226100,9.430563869088072
2020-04-08,229.63999938964844,249.64999389648438,228.0,249.25,218.63522338867188,3329400,4.152459820868848
2020-04-09,248.5,260.42999267578125,248.1999969482422,259.6000061035156,227.7140350341797,4331000,-3.7904512193100537
2020-04-13,256.70001220703125,257.3500061035156,246.75999450683594,249.75999450683594,219.9978485107422,1830900,2.1380572205824233
2020-04-14,255.0800018310547,257.6600036621094,252.52000427246094,255.10000610351562,224.7015380859375,2011800,-2.9831440330360226
2020-04-15,252.92999267578125,252.97999572753906,243.2100067138672,247.49000549316406,217.9983367919922,1909700,1.7334006185762085
2020-04-16,249.58999633789062,252.72000122070312,247.5500030517578,251.77999877929688,221.7771759033203,1640700,0.9055519860000638
2020-04-17,256.55999755859375,257.7699890136719,248.0800018310547,254.05999755859375,223.7854766845703,2328100,-2.1176119556451267
