Date,Open,High,Low,Close,Adj Close,Volume,Target
2020-01-02,124.5,124.7300033569336,122.94000244140625,123.41000366210938,108.41987609863281,8130800,-0.672556362065424
2020-01-03,122.16000366210938,123.52999877929688,121.86000061035156,122.58000183105469,107.6906967163086,7970500,0.13868344461245297
2020-01-06,122.56999969482422,123.19000244140625,122.37999725341797,122.75,107.84003448486328,6674400,-0.6191463431612809
2020-01-07,122.87999725341797,123.20999908447266,121.87000274658203,121.98999786376953,107.17235565185547,7583400,0.42626795767439773
2020-01-08,122.19000244140625,123.43000030517578,122.0,122.51000213623047,107.62918090820312,5385100,1.093785253877111
2020-01-09,122.51000213623047,123.87999725341797,122.51000213623047,123.8499984741211,108.80644226074219,5944000,0.09689361975011579
2020-01-10,123.9000015258789,124.31999969482422,123.30000305175781,123.97000122070312,108.91184997558594,3927100,0.7340453527098001
2020-01-13,124.0,124.9000015258789,123.80999755859375,124.87999725341797,109.71131134033203,8409200,-0.15214190918515502
2020-01-14,124.6500015258789,125.19999694824219,124.4800033569336,124.69000244140625,109.54440307617188,7829700,1.018523232175883
2020-01-15,125.05999755859375,126.12000274658203,125.01000213623047,125.95999908447266,110.6601333618164,4843700,0.08732979608692126
2020-01-16,126.11000061035156,126.77999877929688,125.58999633789062,126.06999969482422,110.75678253173828,6233700,0.26969458880636843
2020-01-17,126.3499984741211,127.0,125.87999725341797,126.41000366210938,111.05548858642578,11315200,-0.2531503163896165
2020-01-21,126.41000366210938,126.62000274658203,124.83999633789062,126.08999633789062,110.77433776855469,8553100,0.1744795202575533
2020-01-22,126.33000183105469,126.68000030517578,125.83000183105469,126.30999755859375,110.96763610839844,7396700,-1.0450476766194927
2020-01-23,124.30000305175781,126.55000305175781,123.6500015258789,124.98999786376953,110.46034240722656,11096500,0.12001082361998705
2020-01-24,125.22000122070312,126.79000091552734,124.7699966430664,125.13999938964844,110.59291076660156,9508600,0.43951019213710474
2020-01-27,124.75,126.38999938964844,124.75,125.69000244140625,111.07899475097656,9338400,0.27050388359179944
2020-01-28,125.93000030517578,126.9800033569336,125.72000122070312,126.02999877929688,111.37945556640625,6200200,-0.7696589939684029
