Date,Open,High,Low,Close,Adj Close,Volume,Target
2020-01-02,67.42050170898438,68.43399810791016,67.32450103759766,68.43399810791016,68.18681335449219,27278000,-0.5231342883399326
2020-01-03,67.4000015258789,68.6875,67.36599731445312,68.07599639892578,67.83010864257812,23408000,2.6654131070351195
2020-01-06,67.58149719238281,69.91600036621094,67.55000305175781,69.8905029296875,69.63805389404297,46768000,-0.19316234763153695
2020-01-07,70.02300262451172,70.17500305175781,69.5780029296875,69.75550079345703,69.50354766845703,34330000,0.7117691110558599
2020-01-08,69.74099731445312,70.59249877929688,69.63150024414062,70.25199890136719,69.99824523925781,35314000,1.0497965371679463
2020-01-09,71.09649658203125,71.43399810791016,70.510498046875,70.989501953125,70.73308563232422,33200000,0.645864643553562
2020-01-10,71.47350311279297,71.74700164794922,70.9800033569336,71.447998046875,71.18992614746094,26258000,0.7746962251965694
2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,71.7414321899414,30730000,-0.6555420407420187
2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,71.2711410522461,26076000,0.6018442720213235
2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,71.70008087158203,21550000,0.7615399629832265
2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,72.24610900878906,26080000,2.024596767871789
2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,73.70880126953125,52424000,0.18452623929707812
2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,73.84480285644531,48930000,0.10928473470555033
2020-01-22,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,73.92550659179688,28458000,0.05526140164879845
2020-01-23,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,73.96636199951172,26650000,-1.2473915896133891
2020-01-24,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,73.04371643066406,29786000,-2.348977363412208
2020-01-27,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,71.32793426513672,34132000,1.311000570607268
2020-01-28,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,72.26304626464844,29724000,0.42743543891292646
